employee_id,first_name,last_name,email,title,level_code,level_band,practice_group,sub_team,office_city,country,region,office_type,work_model,hire_date,tenure_years,joined_after_relaunch,manager_id,manager_name,dms_role,cohort_key
VL-1183,Lucia,Kapoor,lucia.kapoor@vandelay.example,eDiscovery Analyst,P2,Paraprofessional,Litigation & Disputes,Litigation Support & eDiscovery,San Francisco,United States,Americas - US,Regional office,Hybrid,2024-03-18,2.5,No,VL-1136,Ada Paredes,Standard,Litigation & Disputes | Paraprofessional
VL-1184,Nathan,Obi,nathan.obi@vandelay.example,eDiscovery Analyst,P2,Paraprofessional,Litigation & Disputes,Litigation Support & eDiscovery,New York,United States,Americas - US,HQ,Hybrid,2024-03-01,2.5,No,VL-1136,Ada Paredes,Standard,Litigation & Disputes | Paraprofessional
VL-1219,Reuben,Rutherford,reuben.rutherford@vandelay.example,Executive Assistant,EA,Executive Assistant,Litigation & Disputes,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2024-02-08,2.6,No,VL-1003,Ines Duarte,Standard,Litigation & Disputes | Executive Assistant
VL-1227,Simon,Anand,simon.anand@vandelay.example,Executive Assistant,EA,Executive Assistant,Litigation & Disputes,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2007-10-28,18.9,No,VL-1003,Ines Duarte,Standard,Litigation & Disputes | Executive Assistant
VL-1228,Anaya,Petrov,anaya.petrov@vandelay.example,Executive Assistant,EA,Executive Assistant,Litigation & Disputes,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2018-12-20,7.7,No,VL-1003,Ines Duarte,Standard,Litigation & Disputes | Executive Assistant
VL-1004,Leo,Fitzgerald,leo.fitzgerald@vandelay.example,"Deputy General Counsel, Regulatory & Trade Compliance",L2,Lawyer - Leadership,Regulatory & Trade Compliance,,"Washington, DC",United States,Americas - US,Regional office,Remote,2016-11-12,9.8,No,VL-1001,Simon Rasmussen,Standard,Regulatory & Trade Compliance | Lawyer - Leadership
VL-1066,Wei,Goh,wei.goh@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,Singapore,Singapore,APAC,International office,Hybrid,2015-04-21,11.4,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1067,Hui,Tan,hui.tan@vandelay.example,Attorney,L5,Lawyer - Junior,Regulatory & Trade Compliance,,Singapore,Singapore,APAC,International office,Hybrid,2025-09-23,1,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Junior
VL-1068,Mariana,Sanchez,mariana.sanchez@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,Mexico City,Mexico,LATAM,International office,Remote,2012-10-03,13.9,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1069,Poppy,Thornbury,poppy.thornbury@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,London,United Kingdom,EMEA,International office,Remote,2022-11-20,3.8,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1070,Caleb,Achebe,caleb.achebe@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Regulatory & Trade Compliance,,Singapore,Singapore,APAC,International office,Hybrid,2023-10-03,2.9,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Senior
VL-1071,Diego,Garcia,diego.garcia@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,Mexico City,Mexico,LATAM,International office,Office,2025-11-26,0.8,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1072,Chloe,Okafor,chloe.okafor@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,London,United Kingdom,EMEA,International office,Office,2020-12-15,5.7,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1073,Chloe,Bassett,chloe.bassett@vandelay.example,Attorney,L5,Lawyer - Junior,Regulatory & Trade Compliance,,Houston,United States,Americas - US,Regional office,Office,2020-07-23,6.1,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Junior
VL-1074,Henry,Alvarado,henry.alvarado@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Regulatory & Trade Compliance,,Chicago,United States,Americas - US,Regional office,Hybrid,2007-03-18,19.5,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Senior
VL-1075,Rohan,Ocampo,rohan.ocampo@vandelay.example,Attorney,L5,Lawyer - Junior,Regulatory & Trade Compliance,,New York,United States,Americas - US,HQ,Remote,2025-11-28,0.8,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Junior
VL-1076,Nathan,Alvarado,nathan.alvarado@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,Chicago,United States,Americas - US,Regional office,Hybrid,2014-08-08,12.1,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1077,Renata,Osman,renata.osman@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Regulatory & Trade Compliance,,"Washington, DC",United States,Americas - US,Regional office,Remote,2024-07-23,2.1,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Senior
VL-1078,Farah,Mireille,farah.mireille@vandelay.example,Counsel,L4,Lawyer - Mid,Regulatory & Trade Compliance,,New York,United States,Americas - US,HQ,Hybrid,2025-09-11,1,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Mid
VL-1079,Keira,Wentworth,keira.wentworth@vandelay.example,Attorney,L5,Lawyer - Junior,Regulatory & Trade Compliance,,New York,United States,Americas - US,HQ,Hybrid,2016-08-12,10.1,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Junior
VL-1080,Emmett,Whitfield,emmett.whitfield@vandelay.example,Attorney,L5,Lawyer - Junior,Regulatory & Trade Compliance,,Houston,United States,Americas - US,Regional office,Office,2002-09-23,24,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Lawyer - Junior
VL-1158,Anaya,Salazar,anaya.salazar@vandelay.example,Paralegal,P2,Paraprofessional,Regulatory & Trade Compliance,Paralegals,San Francisco,United States,Americas - US,Regional office,Hybrid,2013-05-01,13.4,No,VL-1136,Ada Paredes,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1159,Wren,Nwosu,wren.nwosu@vandelay.example,Paralegal,P2,Paraprofessional,Regulatory & Trade Compliance,Paralegals,New York,United States,Americas - US,HQ,Remote,2025-04-03,1.4,Yes,VL-1136,Ada Paredes,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1160,Hana,Sorensen,hana.sorensen@vandelay.example,Paralegal,P2,Paraprofessional,Regulatory & Trade Compliance,Paralegals,Atlanta,United States,Americas - US,Regional office,Hybrid,2006-09-11,20,No,VL-1136,Ada Paredes,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1188,Victor,Sorensen,victor.sorensen@vandelay.example,Compliance Analyst,P2,Paraprofessional,Regulatory & Trade Compliance,Compliance Operations,Dublin,Ireland,EMEA,International office,Remote,2026-05-16,0.3,Yes,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1189,Diego,Ramirez,diego.ramirez@vandelay.example,Compliance Analyst,P2,Paraprofessional,Regulatory & Trade Compliance,Compliance Operations,Mexico City,Mexico,LATAM,International office,Remote,2015-11-09,10.8,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1190,Tariq,Delgado,tariq.delgado@vandelay.example,Compliance Analyst,P2,Paraprofessional,Regulatory & Trade Compliance,Compliance Operations,San Francisco,United States,Americas - US,Regional office,Hybrid,2009-11-12,16.8,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Paraprofessional
VL-1220,Keira,Osei,keira.osei@vandelay.example,Executive Assistant,EA,Executive Assistant,Regulatory & Trade Compliance,Executive Support,"Washington, DC",United States,Americas - US,Regional office,Hybrid,2005-09-28,20.9,No,VL-1004,Leo Fitzgerald,Standard,Regulatory & Trade Compliance | Executive Assistant
VL-1005,Lina,Mbeki,lina.mbeki@vandelay.example,"Deputy General Counsel, Employment & Labor",L2,Lawyer - Leadership,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2019-09-24,7,No,VL-1001,Simon Rasmussen,Standard,Employment & Labor | Lawyer - Leadership
VL-1081,Ezra,Baptiste,ezra.baptiste@vandelay.example,Counsel,L4,Lawyer - Mid,Employment & Labor,,London,United Kingdom,EMEA,International office,Hybrid,2026-01-08,0.7,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Mid
VL-1082,Dalia,Hartmann,dalia.hartmann@vandelay.example,Attorney,L5,Lawyer - Junior,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2012-03-04,14.5,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Junior
VL-1083,Nadia,Lindgren,nadia.lindgren@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Employment & Labor,,New York,United States,Americas - US,HQ,Remote,2025-06-08,1.3,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Senior
VL-1084,Zainab,Nwosu,zainab.nwosu@vandelay.example,Counsel,L4,Lawyer - Mid,Employment & Labor,,Los Angeles,United States,Americas - US,Regional office,Hybrid,2010-02-04,16.6,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Mid
VL-1085,Bastian,Blackwood,bastian.blackwood@vandelay.example,Attorney,L5,Lawyer - Junior,Employment & Labor,,New York,United States,Americas - US,HQ,Office,2025-10-23,0.9,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Junior
VL-1086,Wren,Sandoval,wren.sandoval@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2008-07-08,18.2,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Senior
VL-1087,Maya,Fitzgerald,maya.fitzgerald@vandelay.example,Counsel,L4,Lawyer - Mid,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2015-03-28,11.5,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Mid
VL-1088,Solveig,Duarte,solveig.duarte@vandelay.example,Counsel,L4,Lawyer - Mid,Employment & Labor,,"Washington, DC",United States,Americas - US,Regional office,Hybrid,2025-03-09,1.5,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Mid
VL-1089,Marcus,Villanueva,marcus.villanueva@vandelay.example,Attorney,L5,Lawyer - Junior,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2012-03-08,14.5,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Junior
VL-1090,Felix,Brennan,felix.brennan@vandelay.example,Attorney,L5,Lawyer - Junior,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2006-12-04,19.8,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Junior
VL-1091,Dalia,Lindgren,dalia.lindgren@vandelay.example,Attorney,L5,Lawyer - Junior,Employment & Labor,,Atlanta,United States,Americas - US,Regional office,Hybrid,2024-03-16,2.5,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Junior
VL-1092,Esme,Ferreira,esme.ferreira@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2024-11-01,1.9,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Senior
VL-1093,Daniel,Quinlan,daniel.quinlan@vandelay.example,Counsel,L4,Lawyer - Mid,Employment & Labor,,New York,United States,Americas - US,HQ,Hybrid,2017-02-21,9.5,No,VL-1005,Lina Mbeki,Standard,Employment & Labor | Lawyer - Mid
VL-1155,Oliver,Holloway,oliver.holloway@vandelay.example,Paralegal,P2,Paraprofessional,Employment & Labor,Paralegals,Chicago,United States,Americas - US,Regional office,Remote,2023-09-11,3,No,VL-1136,Ada Paredes,Standard,Employment & Labor | Paraprofessional
VL-1156,Dalia,Mahmoud,dalia.mahmoud@vandelay.example,Paralegal,P2,Paraprofessional,Employment & Labor,Paralegals,New York,United States,Americas - US,HQ,Hybrid,2015-09-28,10.9,No,VL-1136,Ada Paredes,Standard,Employment & Labor | Paraprofessional
VL-1157,Sofia,Ashworth,sofia.ashworth@vandelay.example,Paralegal,P2,Paraprofessional,Employment & Labor,Paralegals,San Francisco,United States,Americas - US,Regional office,Hybrid,2022-01-18,4.6,No,VL-1136,Ada Paredes,Standard,Employment & Labor | Paraprofessional
VL-1221,Thandi,Kaur,thandi.kaur@vandelay.example,Executive Assistant,EA,Executive Assistant,Employment & Labor,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2026-05-28,0.3,Yes,VL-1005,Lina Mbeki,Standard,Employment & Labor | Executive Assistant
VL-1006,Leila,Reyes,leila.reyes@vandelay.example,"Deputy General Counsel, Intellectual Property",L2,Lawyer - Leadership,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2020-03-15,6.5,No,VL-1001,Simon Rasmussen,Standard,Intellectual Property | Lawyer - Leadership
VL-1094,Kavya,Okonkwo,kavya.okonkwo@vandelay.example,Counsel,L4,Lawyer - Mid,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2025-06-27,1.2,Yes,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Mid
VL-1095,Andre,Pereira,andre.pereira@vandelay.example,Counsel,L4,Lawyer - Mid,Intellectual Property,,"Washington, DC",United States,Americas - US,Regional office,Remote,2024-06-11,2.2,Yes,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Mid
VL-1096,Zara,Oyelaran,zara.oyelaran@vandelay.example,Counsel,L4,Lawyer - Mid,Intellectual Property,,New York,United States,Americas - US,HQ,Office,2019-10-15,6.9,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Mid
VL-1097,Camille,Duarte,camille.duarte@vandelay.example,Attorney,L5,Lawyer - Junior,Intellectual Property,,San Francisco,United States,Americas - US,Regional office,Hybrid,2026-03-02,0.5,Yes,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Junior
VL-1098,Ines,Okonkwo,ines.okonkwo@vandelay.example,Attorney,L5,Lawyer - Junior,Intellectual Property,,Chicago,United States,Americas - US,Regional office,Remote,2020-09-23,6,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Junior
VL-1099,Sienna,Ferrer,sienna.ferrer@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2025-10-03,0.9,Yes,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Senior
VL-1100,Kavya,Nordin,kavya.nordin@vandelay.example,Counsel,L4,Lawyer - Mid,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2014-08-20,12.1,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Mid
VL-1101,Emmett,Kessler,emmett.kessler@vandelay.example,Attorney,L5,Lawyer - Junior,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2023-09-17,3,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Junior
VL-1102,Tariq,Beaumont,tariq.beaumont@vandelay.example,Counsel,L4,Lawyer - Mid,Intellectual Property,,San Francisco,United States,Americas - US,Regional office,Hybrid,2021-10-23,4.9,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Mid
VL-1103,Dalia,Carvalho,dalia.carvalho@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Intellectual Property,,New York,United States,Americas - US,HQ,Hybrid,2013-04-04,13.4,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Senior
VL-1104,Jonah,Rutherford,jonah.rutherford@vandelay.example,Attorney,L5,Lawyer - Junior,Intellectual Property,,Houston,United States,Americas - US,Regional office,Hybrid,2024-11-20,1.8,Yes,VL-1006,Leila Reyes,Standard,Intellectual Property | Lawyer - Junior
VL-1185,Iris,Chowdhury,iris.chowdhury@vandelay.example,IP Docketing Specialist,P2,Paraprofessional,Intellectual Property,IP Docketing,San Francisco,United States,Americas - US,Regional office,Office,2020-04-04,6.4,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Paraprofessional
VL-1186,Felix,Ellison,felix.ellison@vandelay.example,IP Docketing Specialist,P2,Paraprofessional,Intellectual Property,IP Docketing,New York,United States,Americas - US,HQ,Hybrid,2005-02-16,21.6,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Paraprofessional
VL-1187,Simon,Espinoza,simon.espinoza@vandelay.example,IP Docketing Specialist,P2,Paraprofessional,Intellectual Property,IP Docketing,New York,United States,Americas - US,HQ,Office,2015-11-17,10.8,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Paraprofessional
VL-1222,Rosa,Diallo,rosa.diallo@vandelay.example,Executive Assistant,EA,Executive Assistant,Intellectual Property,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2014-06-24,12.2,No,VL-1006,Leila Reyes,Standard,Intellectual Property | Executive Assistant
VL-1007,Esme,Marchetti,esme.marchetti@vandelay.example,"Deputy General Counsel, Privacy & Data Protection",L2,Lawyer - Leadership,Privacy & Data Protection,,London,United Kingdom,EMEA,International office,Remote,2015-04-19,11.4,No,VL-1001,Simon Rasmussen,Standard,Privacy & Data Protection | Lawyer - Leadership
VL-1105,Niamh,Thornbury,niamh.thornbury@vandelay.example,Attorney,L5,Lawyer - Junior,Privacy & Data Protection,,London,United Kingdom,EMEA,International office,Hybrid,2012-03-01,14.5,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Junior
VL-1106,Solveig,Nakagawa,solveig.nakagawa@vandelay.example,Attorney,L5,Lawyer - Junior,Privacy & Data Protection,,Dublin,Ireland,EMEA,International office,Hybrid,2004-03-28,22.5,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Junior
VL-1107,Grace,Nolan,grace.nolan@vandelay.example,Counsel,L4,Lawyer - Mid,Privacy & Data Protection,,Dublin,Ireland,EMEA,International office,Hybrid,2021-06-16,5.2,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Mid
VL-1108,Poppy,Whitmore,poppy.whitmore@vandelay.example,Counsel,L4,Lawyer - Mid,Privacy & Data Protection,,London,United Kingdom,EMEA,International office,Office,2022-11-14,3.8,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Mid
VL-1109,Amelia,Ashcroft,amelia.ashcroft@vandelay.example,Counsel,L4,Lawyer - Mid,Privacy & Data Protection,,Dublin,Ireland,EMEA,International office,Hybrid,2022-12-26,3.7,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Mid
VL-1110,Ava,Doherty,ava.doherty@vandelay.example,Attorney,L5,Lawyer - Junior,Privacy & Data Protection,,London,United Kingdom,EMEA,International office,Hybrid,2015-07-21,11.1,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Junior
VL-1111,Grace,Pemberton,grace.pemberton@vandelay.example,Attorney,L5,Lawyer - Junior,Privacy & Data Protection,,Dublin,Ireland,EMEA,International office,Remote,2020-08-11,6.1,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Junior
VL-1112,Camille,Nakagawa,camille.nakagawa@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Privacy & Data Protection,,New York,United States,Americas - US,HQ,Hybrid,2025-09-03,1,Yes,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Senior
VL-1113,Dalia,Achebe,dalia.achebe@vandelay.example,Senior Counsel,L3,Lawyer - Senior,Privacy & Data Protection,,New York,United States,Americas - US,HQ,Hybrid,2026-02-20,0.6,Yes,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Senior
VL-1114,Marcel,Lucero,marcel.lucero@vandelay.example,Counsel,L4,Lawyer - Mid,Privacy & Data Protection,,New York,United States,Americas - US,HQ,Hybrid,2018-11-06,7.8,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Mid
VL-1115,Hana,Vance,hana.vance@vandelay.example,Counsel,L4,Lawyer - Mid,Privacy & Data Protection,,Chicago,United States,Americas - US,Regional office,Office,2022-11-06,3.8,No,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Lawyer - Mid
VL-1223,Isla,Pemberton,isla.pemberton@vandelay.example,Executive Assistant,EA,Executive Assistant,Privacy & Data Protection,Executive Support,London,United Kingdom,EMEA,International office,Hybrid,2026-02-07,0.6,Yes,VL-1007,Esme Marchetti,Standard,Privacy & Data Protection | Executive Assistant
VL-1008,Simon,Fontaine,simon.fontaine@vandelay.example,"Deputy General Counsel, Corporate, Securities & Governance",L2,Lawyer - Leadership,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2012-10-28,13.9,No,VL-1001,Simon Rasmussen,Standard,"Corporate, Securities & Governance | Lawyer - Leadership"
VL-1116,Hana,Okoro,hana.okoro@vandelay.example,Senior Counsel,L3,Lawyer - Senior,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2017-12-01,8.8,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Senior"
VL-1117,Anaya,Bassett,anaya.bassett@vandelay.example,Counsel,L4,Lawyer - Mid,"Corporate, Securities & Governance",,"Washington, DC",United States,Americas - US,Regional office,Remote,2023-01-12,3.7,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Mid"
VL-1118,Owen,Karlsson,owen.karlsson@vandelay.example,Counsel,L4,Lawyer - Mid,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2026-01-18,0.6,Yes,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Mid"
VL-1119,Oliver,Karlsson,oliver.karlsson@vandelay.example,Attorney,L5,Lawyer - Junior,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Remote,2026-01-28,0.6,Yes,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Junior"
VL-1120,Greta,Villanueva,greta.villanueva@vandelay.example,Attorney,L5,Lawyer - Junior,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2015-04-28,11.4,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Junior"
VL-1121,Hana,Nakamura,hana.nakamura@vandelay.example,Counsel,L4,Lawyer - Mid,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2026-06-12,0.2,Yes,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Mid"
VL-1122,Jasper,Thibodeaux,jasper.thibodeaux@vandelay.example,Counsel,L4,Lawyer - Mid,"Corporate, Securities & Governance",,New York,United States,Americas - US,HQ,Hybrid,2005-08-24,21,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Mid"
VL-1123,Zara,Sinclair,zara.sinclair@vandelay.example,Senior Counsel,L3,Lawyer - Senior,"Corporate, Securities & Governance",,Chicago,United States,Americas - US,Regional office,Remote,2025-03-14,1.5,Yes,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Senior"
VL-1124,Jasper,Alvarado,jasper.alvarado@vandelay.example,Attorney,L5,Lawyer - Junior,"Corporate, Securities & Governance",,Chicago,United States,Americas - US,Regional office,Remote,2016-12-13,9.7,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Junior"
VL-1125,Anaya,Ramanathan,anaya.ramanathan@vandelay.example,Counsel,L4,Lawyer - Mid,"Corporate, Securities & Governance",,San Francisco,United States,Americas - US,Regional office,Hybrid,2013-12-13,12.7,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Mid"
VL-1126,Farah,Mwangi,farah.mwangi@vandelay.example,Attorney,L5,Lawyer - Junior,"Corporate, Securities & Governance",,San Francisco,United States,Americas - US,Regional office,Hybrid,2018-06-23,8.2,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Lawyer - Junior"
VL-1161,Henry,Kapoor,henry.kapoor@vandelay.example,Paralegal,P2,Paraprofessional,"Corporate, Securities & Governance",Paralegals,New York,United States,Americas - US,HQ,Hybrid,2026-05-21,0.3,Yes,VL-1136,Ada Paredes,Standard,"Corporate, Securities & Governance | Paraprofessional"
VL-1162,Imani,Ferrante,imani.ferrante@vandelay.example,Paralegal,P2,Paraprofessional,"Corporate, Securities & Governance",Paralegals,Chicago,United States,Americas - US,Regional office,Remote,2025-01-03,1.7,Yes,VL-1136,Ada Paredes,Standard,"Corporate, Securities & Governance | Paraprofessional"
VL-1163,Bram,Moreau,bram.moreau@vandelay.example,Paralegal,P2,Paraprofessional,"Corporate, Securities & Governance",Paralegals,New York,United States,Americas - US,HQ,Office,2021-05-06,5.3,No,VL-1136,Ada Paredes,Standard,"Corporate, Securities & Governance | Paraprofessional"
VL-1224,Della,Moreau,della.moreau@vandelay.example,Executive Assistant,EA,Executive Assistant,"Corporate, Securities & Governance",Executive Support,New York,United States,Americas - US,HQ,Remote,2020-11-11,5.8,No,VL-1008,Simon Fontaine,Standard,"Corporate, Securities & Governance | Executive Assistant"
VL-1009,Malik,Blackwood,malik.blackwood@vandelay.example,"Deputy General Counsel, Real Estate, Environmental & Safety",L2,Lawyer - Leadership,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Office,2005-03-15,21.5,No,VL-1001,Simon Rasmussen,Standard,"Real Estate, Environmental & Safety | Lawyer - Leadership"
VL-1127,Greta,Yamamoto,greta.yamamoto@vandelay.example,Attorney,L5,Lawyer - Junior,"Real Estate, Environmental & Safety",,Houston,United States,Americas - US,Regional office,Remote,2019-04-24,7.4,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Junior"
VL-1128,Marcus,Ferrante,marcus.ferrante@vandelay.example,Counsel,L4,Lawyer - Mid,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Hybrid,2025-09-27,1,Yes,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Mid"
VL-1129,Dalia,Nordin,dalia.nordin@vandelay.example,Counsel,L4,Lawyer - Mid,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Hybrid,2016-03-03,10.5,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Mid"
VL-1130,Hugo,Ekwueme,hugo.ekwueme@vandelay.example,Counsel,L4,Lawyer - Mid,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Hybrid,2025-07-13,1.2,Yes,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Mid"
VL-1131,Ravi,Abubakar,ravi.abubakar@vandelay.example,Attorney,L5,Lawyer - Junior,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Hybrid,2021-02-05,5.6,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Junior"
VL-1132,Rosa,Kowalczyk,rosa.kowalczyk@vandelay.example,Senior Counsel,L3,Lawyer - Senior,"Real Estate, Environmental & Safety",,Houston,United States,Americas - US,Regional office,Hybrid,2024-05-10,2.3,Yes,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Senior"
