session_id,session_name,session_date,employee_id,email,status,completion_recorded
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1146,victor.whitfield@vandelay.example,Attended,2025-10-09
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1138,mei.nwosu@vandelay.example,Attended,2025-10-07
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1206,devin.blackwood@vandelay.example,Attended,2025-10-10
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1037,nathan.novak@vandelay.example,Attended,2025-10-08
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1204,tariq.karlsson@vandelay.example,Attended,2025-10-07
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1105,niamh.thornbury@vandelay.example,Attended,2025-10-09
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1003,ines.duarte@vandelay.example,Attended,2025-10-07
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1015,bram.contreras@vandelay.example,Attended,2025-10-10
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1211,keira.bassett@vandelay.example,Attended,2025-10-10
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1047,caleb.espinoza@vandelay.example,Attended,2025-10-10
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1167,leo.mbeki@vandelay.example,Attended,2025-10-08
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1113,dalia.achebe@vandelay.example,Attended,2025-10-08
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1107,grace.nolan@vandelay.example,Attended,2025-10-07
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1184,nathan.obi@vandelay.example,Attended,2025-10-10
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1171,sienna.okonkwo@vandelay.example,Registered - No show,
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1208,felix.sandoval@vandelay.example,Attended,2025-10-09
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1052,tamar.chowdhury@vandelay.example,Attended,2025-10-09
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1154,declan.hargreaves@vandelay.example,Attended,2025-10-09
IAI-01,Insight AI Pilot Onboarding,2025-10-07,VL-1205,julian.espinoza@vandelay.example,Registered - No show,
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1214,adrian.nwosu@vandelay.example,Attended,2025-10-10
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1150,yara.oduya@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1022,kwame.baptiste@vandelay.example,Attended,2025-10-12
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1142,alina.fontaine@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1173,miles.adeyemi@vandelay.example,Registered - No show,
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1169,marcel.obi@vandelay.example,Registered - No show,
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1166,mei.rasmussen@vandelay.example,Registered - No show,
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1032,kwame.delgado@vandelay.example,Attended,2025-10-10
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1168,benedict.fairbanks@vandelay.example,Attended,2025-10-09
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1109,amelia.ashcroft@vandelay.example,Attended,2025-10-09
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1040,cormac.abubakar@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1193,leila.alvarado@vandelay.example,Attended,2025-10-09
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1199,noa.moreau@vandelay.example,Attended,2025-10-12
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1144,ada.obi@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1197,ignacio.nwosu@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1023,kenji.karlsson@vandelay.example,Attended,2025-10-12
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1115,hana.vance@vandelay.example,Attended,2025-10-11
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1018,devin.okoro@vandelay.example,Attended,2025-10-12
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1017,lorenzo.alvarado@vandelay.example,Attended,2025-10-12
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1151,kavya.sinclair@vandelay.example,Attended,2025-10-10
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1049,sienna.mensah@vandelay.example,Registered - No show,
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1056,tessa.voss@vandelay.example,Attended,2025-10-10
IAI-02,Insight AI Pilot Onboarding,2025-10-09,VL-1042,ezra.molnar@vandelay.example,Attended,2025-10-09
